"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date","category_id","subcategory_id"
2536,2974,"Smith and Sons","Upgradable high-level solution","$15,800.00","$57,157.00","successful",524,"US","USD","2021-02-02","2021-12-15","cat2 ","subcat6 "
2685,5773,"Ferguson PLC","Public-key intangible superstructure","$6,300.00","$13,213.00","successful",176,"US","USD","2020-10-03","2021-02-19","cat2 ","subcat6 "
1401,4263,"Richardson Inc","Assimilated fault-tolerant capacity","$5,000.00","$8,907.00","successful",106,"US","USD","2021-02-21","2021-08-15","cat2 ","subcat6 "
179,2133,"Wang, Nguyen and Horton","Innovative holistic hub","$6,200.00","$8,645.00","successful",192,"US","USD","2021-09-10","2021-11-05","cat2 ","subcat6 "
1659,1373,"Fox-Williams","Profound system-worthy functionalities","$128,900.00","$196,960.00","successful",7295,"US","USD","2021-12-15","2022-01-13","cat2 ","subcat6 "
2182,1979,"West-Stevens","Reactive solution-oriented groupware","$1,200.00","$13,513.00","successful",122,"US","USD","2021-03-30","2021-07-15","cat2 ","subcat6 "
2004,3606,"Bright and Sons","Object-based needs-based info-mediaries","$6,000.00","$12,468.00","successful",160,"US","USD","2021-10-23","2021-11-20","cat2 ","subcat6 "
733,5139,"Craig, Ellis and Miller","Persevering 5thgeneration throughput","$84,500.00","$193,101.00","successful",2414,"US","USD","2021-01-11","2021-06-17","cat2 ","subcat6 "
2394,6234,"Santos Group","Secured dynamic capacity","$5,600.00","$9,508.00","successful",122,"US","USD","2020-12-13","2021-04-30","cat2 ","subcat6 "
671,5602,"Walker, Taylor and Coleman","Multi-tiered directional open architecture","$4,200.00","$10,295.00","successful",98,"US","USD","2020-11-11","2021-11-06","cat2 ","subcat8 "
2181,3443,"Hill, Lawson and Wilkinson","Multi-tiered eco-centric architecture","$4,900.00","$6,430.00","successful",71,"AU","AUD","2021-05-29","2021-08-20","cat2 ","subcat8 "
2912,3006,"Smith, Wells and Nguyen","Self-enabling grid-enabled initiative","$119,200.00","$170,623.00","successful",1917,"US","USD","2021-07-09","2021-10-15","cat2 ","subcat8 "
2465,5251,"Avila-Jones","Implemented discrete secured line","$5,400.00","$7,322.00","successful",70,"US","USD","2020-12-03","2021-11-25","cat2 ","subcat8 "
2757,3456,"Payne, Oliver and Burch","Managed fresh-thinking flexibility","$6,200.00","$13,632.00","successful",195,"US","USD","2020-09-08","2021-04-16","cat2 ","subcat8 "
64,1276,"Bowen, Mcdonald and Hall","User-centric fault-tolerant task-force","$41,500.00","$175,573.00","successful",3376,"US","USD","2020-11-13","2021-07-23","cat2 ","subcat8 "
2691,2969,"Morgan-Warren","Face-to-face encompassing info-mediaries","$87,900.00","$171,549.00","successful",4289,"US","USD","2020-12-20","2021-07-30","cat2 ","subcat8 "
735,2761,"Lloyd, Kennedy and Davis","Compatible multimedia hub","$1,700.00","$5,328.00","successful",107,"US","USD","2021-02-27","2021-10-02","cat2 ","subcat8 "
2087,2017,"Ramirez-Myers","Switchable intangible definition","$900.00","$14,547.00","successful",186,"US","USD","2020-11-25","2021-10-16","cat2 ","subcat8 "
3158,4952,"Hensley Ltd","Versatile global attitude","$6,200.00","$10,938.00","successful",296,"US","USD","2020-10-28","2021-02-27","cat2 ","subcat8 "
1646,4765,"Wilson, Brooks and Clark","Operative well-modulated data-warehouse","$146,400.00","$152,438.00","successful",1605,"US","USD","2021-11-14","2021-12-14","cat2 ","subcat8 "
2082,2077,"Holt, Bernard and Johnson","Multi-lateral didactic encoding","$115,600.00","$184,086.00","successful",2218,"GB","GBP","2021-01-04","2021-04-11","cat2 ","subcat8 "
2704,1968,"Ritter PLC","Multi-channeled upward-trending application","$9,500.00","$14,408.00","successful",554,"CA","CAD","2020-12-25","2021-07-12","cat2 ","subcat8 "
68,3879,"Burnett-Mora","Quality-focused 24/7 superstructure","$6,400.00","$12,129.00","successful",238,"GB","GBP","2020-09-06","2021-08-01","cat2 ","subcat8 "
2929,2632,"Dunn, Moreno and Green","Intuitive object-oriented task-force","$1,900.00","$2,884.00","successful",96,"US","USD","2021-02-23","2021-02-28","cat2 ","subcat8 "
255,1334,"Robinson Group","Re-contextualized homogeneous flexibility","$16,200.00","$75,955.00","successful",1101,"US","USD","2020-07-03","2021-05-18","cat2 ","subcat8 "
2392,4020,"Gardner Inc","Function-based systematic Graphical User Interface","$3,700.00","$5,028.00","successful",180,"US","USD","2021-07-22","2022-01-03","cat2 ","subcat8 "
335,4789,"Matthews LLC","Advanced transitional help-desk","$3,900.00","$8,125.00","successful",198,"US","USD","2020-09-05","2021-04-21","cat2 ","subcat8 "
2711,1620,"Johnson-Pace","Persistent 3rdgeneration moratorium","$149,600.00","$169,586.00","successful",5139,"US","USD","2021-07-10","2022-01-12","cat2 ","subcat8 "
342,4533,"Jones-Ryan","Vision-oriented uniform instruction set","$6,700.00","$8,917.00","successful",307,"US","USD","2021-03-27","2021-10-09","cat2 ","subcat8 "
3061,2222,"Collier LLC","Secured well-modulated projection","$17,100.00","$111,502.00","successful",1467,"CA","CAD","2020-09-09","2021-09-05","cat2 ","subcat8 "
1062,1422,"Christian, Kim and Jimenez","Devolved foreground throughput","$134,400.00","$155,849.00","successful",1470,"US","USD","2021-07-11","2021-09-17","cat2 ","subcat8 "
2250,3057,"Thomas, Clay and Mendoza","Multi-channeled reciprocal interface","$800.00","$2,991.00","successful",32,"US","USD","2020-05-13","2021-03-06","cat2 ","subcat8 "
747,2812,"Davis-Michael","Progressive tertiary framework","$3,900.00","$4,776.00","successful",85,"GB","GBP","2021-06-29","2021-08-27","cat2 ","subcat17"
1221,2152,"Sandoval Group","Assimilated multi-tasking archive","$7,100.00","$8,716.00","successful",126,"US","USD","2021-08-30","2021-09-21","cat2 ","subcat17"
467,3219,"Roberts, Hinton and Williams","Programmable static middleware","$35,000.00","$177,936.00","successful",3016,"US","USD","2020-07-04","2021-03-31","cat2 ","subcat17"
1277,2344,"Marquez-Kerr","Automated hybrid orchestration","$15,800.00","$83,267.00","successful",980,"US","USD","2021-04-01","2022-01-01","cat2 ","subcat17"
1057,2034,"Wright, Brooks and Villarreal","Reverse-engineered bifurcated strategy","$6,600.00","$11,746.00","successful",131,"US","USD","2021-09-29","2021-11-29","cat2 ","subcat18"
1556,3571,"Collins-Goodman","Cross-platform even-keeled initiative","$1,400.00","$9,253.00","successful",88,"US","USD","2020-05-11","2021-03-09","cat2 ","subcat18"
308,2290,"Owens, Hall and Gonzalez","De-engineered static orchestration","$62,800.00","$143,788.00","successful",3059,"CA","CAD","2020-11-19","2021-08-28","cat2 ","subcat18"
2349,5490,"King-Nguyen","Open-source incremental throughput","$1,300.00","$13,678.00","successful",249,"US","USD","2021-06-25","2021-10-01","cat2 ","subcat18"
1423,4556,"Franklin Inc","Focused multimedia knowledgebase","$6,200.00","$6,269.00","successful",87,"US","USD","2020-05-01","2021-04-13","cat2 ","subcat18"
569,4869,"Johnson Group","Compatible full-range leverage","$3,900.00","$11,075.00","successful",316,"US","USD","2021-02-28","2021-05-08","cat2 ","subcat18"
2089,2059,"Davis Ltd","Upgradable uniform service-desk","$3,500.00","$6,204.00","successful",100,"AU","AUD","2021-04-22","2021-07-19","cat2 ","subcat18"
2504,4178,"Smith-Brown","Object-based content-based ability","$1,500.00","$10,946.00","successful",207,"IT","EUR","2020-12-01","2021-07-19","cat2 ","subcat18"
2575,1717,"Cook-Ortiz","Right-sized dedicated standardization","$17,700.00","$150,960.00","successful",1797,"US","USD","2021-06-11","2021-08-22","cat2 ","subcat18"
2444,2141,"Best-Young","Implemented multimedia time-frame","$3,100.00","$12,620.00","successful",123,"CH","CHF","2020-08-19","2021-06-02","cat2 ","subcat18"
2107,5445,"Gates PLC","Secured content-based product","$4,500.00","$13,985.00","successful",159,"US","USD","2020-07-09","2021-05-18","cat2 ","subcat22"
1381,5921,"Soto-Anthony","Ameliorated logistical capability","$51,400.00","$90,440.00","successful",2261,"US","USD","2020-10-13","2021-02-22","cat2 ","subcat22"
2040,4467,"Howard-Douglas","Organized human-resource attitude","$88,400.00","$121,138.00","successful",1573,"US","USD","2020-09-22","2021-04-06","cat2 ","subcat22"
1812,4187,"Melton, Robinson and Fritz","Function-based leadingedge pricing structure","$108,400.00","$142,523.00","successful",1425,"AU","AUD","2020-12-17","2021-12-30","cat3 ","subcat3 "
1969,3325,"Sparks-West","Organized incremental standardization","$2,000.00","$14,452.00","successful",249,"US","USD","2021-08-19","2021-11-21","cat3 ","subcat3 "
580,3185,"Hanson Inc","Grass-roots web-enabled contingency","$2,900.00","$8,807.00","successful",180,"GB","GBP","2021-03-14","2021-08-29","cat3 ","subcat3 "
478,4865,"Charles-Johnson","Total fresh-thinking system engine","$6,800.00","$9,829.00","successful",95,"US","USD","2020-10-08","2021-07-23","cat3 ","subcat3 "
718,1612,"Jones-Meyer","Re-engineered client-driven hub","$4,700.00","$12,635.00","successful",361,"AU","AUD","2020-10-24","2021-04-12","cat3 ","subcat3 "
1106,6151,"Fleming, Zhang and Henderson","Distributed 5thgeneration implementation","$164,700.00","$166,116.00","successful",2443,"GB","GBP","2021-07-17","2022-01-18","cat3 ","subcat3 "
1302,1433,"Jackson LLC","Distributed motivating algorithm","$64,300.00","$65,323.00","successful",1071,"US","USD","2020-05-07","2021-03-21","cat3 ","subcat3 "
1410,2720,"Figueroa Ltd","Expanded solution-oriented benchmark","$5,000.00","$11,502.00","successful",117,"US","USD","2021-05-26","2021-11-24","cat3 ","subcat3 "
2916,1463,"Cordova Ltd","Synergized radical product","$90,400.00","$110,279.00","successful",2506,"US","USD","2021-05-05","2021-08-08","cat3 ","subcat3 "
797,5923,"Osborne, Perkins and Knox","Cross-platform bi-directional workforce","$2,100.00","$14,305.00","successful",157,"US","USD","2021-02-09","2021-10-26","cat3 ","subcat3 "
1231,4914,"Walters-Carter","Seamless value-added standardization","$4,500.00","$14,649.00","successful",222,"US","USD","2020-11-20","2021-11-27","cat3 ","subcat3 "
266,3386,"Higgins, Davis and Salazar","Distributed multi-tasking strategy","$2,700.00","$8,799.00","successful",91,"US","USD","2021-03-28","2021-08-23","cat3 ","subcat3 "
1414,3174,"Bell, Grimes and Kerr","Self-enabling uniform complexity","$1,800.00","$8,219.00","successful",107,"US","USD","2021-03-05","2022-02-20","cat3 ","subcat3 "
2900,5720,"Petersen and Sons","Open-source full-range portal","$900.00","$12,607.00","successful",191,"US","USD","2021-05-03","2022-02-13","cat3 ","subcat3 "
2352,1613,"Ware-Arias","Upgradable maximized protocol","$113,800.00","$140,469.00","successful",5203,"US","USD","2021-04-28","2021-12-10","cat3 ","subcat3 "
1145,4797,"Shaw Ltd","Profit-focused content-based application","$1,400.00","$8,053.00","successful",139,"CA","CAD","2021-06-05","2021-08-03","cat3 ","subcat3 "
1368,1651,"Nunez-Richards","De-engineered cohesive system engine","$86,400.00","$103,255.00","successful",1613,"US","USD","2020-10-12","2021-10-21","cat3 ","subcat3 "
2988,3530,"Cisneros Ltd","Vision-oriented regional hub","$10,000.00","$12,684.00","successful",409,"US","USD","2020-10-17","2021-08-24","cat3 ","subcat3 "
3169,3731,"Williams-Jones","Monitored incremental info-mediaries","$600.00","$14,033.00","successful",234,"US","USD","2020-05-06","2021-05-31","cat3 ","subcat3 "
497,5156,"Nguyen Inc","Seamless directional capacity","$7,300.00","$7,348.00","successful",69,"US","USD","2020-09-11","2021-06-19","cat3 ","subcat3 "
1338,4849,"Moreno Ltd","Customer-focused multimedia methodology","$108,400.00","$138,586.00","successful",1345,"AU","AUD","2021-04-14","2021-05-30","cat3 ","subcat3 "
1954,3149,"Quinn, Cruz and Schmidt","Enterprise-wide multimedia software","$8,900.00","$14,685.00","successful",181,"US","USD","2021-05-01","2021-10-20","cat3 ","subcat3 "
2077,3272,"Edwards LLC","Automated system-worthy structure","$55,800.00","$118,580.00","successful",3388,"US","USD","2020-12-25","2021-08-06","cat3 ","subcat3 "
692,3111,"Gonzalez-Snow","Polarized user-facing interface","$5,000.00","$6,775.00","successful",78,"IT","EUR","2020-12-21","2021-12-01","cat3 ","subcat3 "
812,1905,"Byrd Group","Profound fault-tolerant model","$88,900.00","$102,535.00","successful",3308,"US","USD","2021-09-25","2021-09-28","cat3 ","subcat3 "
1015,4121,"Houston, Moore and Rogers","Optional tangible utilization","$7,600.00","$8,332.00","successful",185,"US","USD","2021-08-12","2021-11-23","cat3 ","subcat3 "
55,2940,"Garcia, Dunn and Richardson","Automated even-keeled emulation","$9,100.00","$12,991.00","successful",155,"US","USD","2020-10-11","2021-03-10","cat3 ","subcat3 "
2554,2116,"Williams LLC","Up-sized high-level access","$69,900.00","$138,087.00","successful",1354,"GB","GBP","2021-11-17","2021-11-28","cat3 ","subcat3 "
2293,5102,"Cooper, Stanley and Bryant","Phased empowering success","$1,000.00","$5,085.00","successful",48,"US","USD","2021-06-07","2021-11-30","cat3 ","subcat3 "
2381,1798,"Wang, Silva and Byrd","Integrated bifurcated software","$1,400.00","$3,534.00","successful",110,"US","USD","2021-01-11","2021-07-02","cat3 ","subcat3 "
237,5821,"Carter, Cole and Curtis","Cloned responsive standardization","$5,800.00","$11,539.00","successful",462,"US","USD","2020-09-08","2021-04-12","cat3 ","subcat3 "
1050,3169,"Dawson Group","Triple-buffered bi-directional model","$167,400.00","$196,386.00","successful",3777,"IT","EUR","2021-03-07","2021-03-22","cat3 ","subcat3 "
2686,4912,"Wright LLC","Seamless clear-thinking conglomeration","$5,900.00","$9,520.00","successful",203,"US","USD","2021-02-22","2021-02-28","cat3 ","subcat3 "
201,2576,"Henderson, Parker and Diaz","Enterprise-wide client-driven policy","$42,600.00","$156,384.00","successful",1548,"AU","AUD","2021-07-19","2021-12-03","cat3 ","subcat3 "
1593,4519,"Sellers, Roach and Garrison","Multi-tiered systematic knowledge user","$42,700.00","$97,524.00","successful",1681,"US","USD","2020-12-18","2021-03-15","cat3 ","subcat3 "
2028,5219,"Diaz-Little","Grass-roots executive synergy","$6,700.00","$11,941.00","successful",323,"US","USD","2021-06-26","2021-07-10","cat3 ","subcat3 "
1019,3605,"Scott, Wilson and Martin","Cross-platform intermediate frame","$92,400.00","$104,257.00","successful",2673,"US","USD","2021-05-01","2021-10-01","cat3 ","subcat9 "
462,2265,"Garcia, Garcia and Lopez","Reduced stable middleware","$8,800.00","$14,878.00","successful",198,"US","USD","2020-11-18","2021-03-18","cat3 ","subcat9 "
2655,4085,"Flores, Miller and Johnson","Horizontal context-sensitive knowledge user","$8,000.00","$11,493.00","successful",164,"US","USD","2021-03-03","2021-05-22","cat3 ","subcat9 "
1363,3126,"Lopez Inc","Team-oriented 6thgeneration middleware","$72,600.00","$117,892.00","successful",4065,"GB","GBP","2020-11-03","2021-09-24","cat3 ","subcat9 "
2480,3251,"Cisneros-Burton","Public-key zero tolerance orchestration","$31,400.00","$41,564.00","successful",374,"US","USD","2021-07-03","2021-10-05","cat3 ","subcat9 "
3088,5150,"Garcia Inc","Front-line web-enabled model","$3,700.00","$10,422.00","successful",336,"US","USD","2020-09-18","2021-08-18","cat3 ","subcat9 "
2431,5288,"Harper-Davis","Robust heuristic encoding","$1,900.00","$13,816.00","successful",126,"US","USD","2021-07-02","2021-12-31","cat3 ","subcat9 "
1882,1656,"Fields-Moore","Secured reciprocal array","$25,000.00","$59,128.00","successful",768,"CH","CHF","2021-01-28","2021-11-21","cat3 ","subcat9 "
2198,5629,"White, Larson and Wright","Upgradable hybrid capability","$9,300.00","$11,255.00","successful",107,"US","USD","2020-04-19","2021-02-15","cat3 ","subcat9 "
3024,1763,"Evans Group","Stand-alone actuating support","$8,000.00","$12,985.00","successful",164,"US","USD","2021-04-26","2021-07-14","cat3 ","subcat9 "
1130,3983,"Santos, Black and Donovan","Pre-emptive scalable access","$600.00","$5,368.00","successful",48,"US","USD","2020-04-15","2021-02-08","cat3 ","subcat9 "
2563,3691,"Olsen, Edwards and Reid","Optional clear-thinking software","$56,000.00","$172,736.00","successful",2107,"AU","AUD","2020-10-09","2021-06-06","cat3 ","subcat9 "
1732,5675,"Pacheco, Johnson and Torres","Optional bandwidth-monitored definition","$20,700.00","$41,396.00","successful",470,"US","USD","2020-07-30","2021-03-22","cat3 ","subcat9 "
586,1810,"Obrien and Sons","Pre-emptive transitional frame","$1,200.00","$3,984.00","successful",42,"US","USD","2021-04-16","2021-08-18","cat3 ","subcat9 "
470,5771,"Grimes, Holland and Sloan","Extended dedicated archive","$3,600.00","$10,289.00","successful",381,"US","USD","2021-04-16","2021-10-13","cat3 ","subcat9 "
2806,2150,"Lyons LLC","Balanced impactful circuit","$68,800.00","$162,603.00","successful",2756,"US","USD","2020-09-12","2021-04-13","cat3 ","subcat9 "
2322,4003,"Clark Inc","Down-sized mobile time-frame","$9,200.00","$9,339.00","successful",85,"IT","EUR","2021-06-07","2021-09-06","cat3 ","subcat9 "
302,1865,"Hopkins-Browning","Balanced upward-trending productivity","$2,500.00","$13,684.00","successful",268,"US","USD","2020-05-30","2021-06-13","cat3 ","subcat9 "
3187,4356,"Jarvis and Sons","Business-focused intermediate system engine","$29,500.00","$83,843.00","successful",762,"US","USD","2021-05-21","2021-07-20","cat3 ","subcat9 "
2509,2188,"Waters and Sons","Inverse neutral structure","$6,300.00","$13,018.00","successful",194,"US","USD","2021-08-12","2022-01-16","cat3 ","subcat9 "
2785,2430,"Ramos, Moreno and Lewis","Extended multi-state knowledge user","$9,200.00","$13,382.00","successful",129,"CA","CAD","2021-02-13","2021-10-21","cat3 ","subcat9 "
3027,4427,"Jones, Wiley and Robbins","Front-line cohesive extranet","$7,500.00","$14,381.00","successful",134,"US","USD","2020-11-01","2021-10-22","cat3 ","subcat9 "
1656,1879,"Taylor, Wood and Taylor","Cloned hybrid focus group","$42,100.00","$188,057.00","successful",2893,"CA","CAD","2020-07-15","2021-03-11","cat3 ","subcat9 "
113,3336,"Reyes PLC","Expanded optimal pricing structure","$8,300.00","$8,317.00","successful",297,"US","USD","2020-09-13","2021-04-30","cat3 ","subcat9 "
1649,5580,"Carson PLC","Visionary system-worthy attitude","$28,800.00","$118,847.00","successful",1071,"CA","CAD","2021-09-05","2022-02-22","cat3 ","subcat9 "
1111,3199,"Hunter-Logan","Down-sized needs-based task-force","$8,600.00","$13,527.00","successful",366,"IT","EUR","2020-08-20","2021-04-08","cat3 ","subcat9 "
725,6144,"Lawson and Sons","Reverse-engineered multi-tasking product","$1,500.00","$8,447.00","successful",132,"IT","EUR","2021-03-21","2021-05-25","cat3 ","subcat9 "
1526,6155,"Lee PLC","Re-contextualized leadingedge firmware","$2,000.00","$5,033.00","successful",65,"US","USD","2021-02-02","2021-09-17","cat3 ","subcat9 "
2057,5650,"Harris Group","Open-source optimizing database","$7,600.00","$13,195.00","successful",174,"DK","DKK","2020-12-11","2021-08-29","cat4 ","subcat4 "
2669,4842,"Carter-Guzman","Centralized cohesive challenge","$4,500.00","$14,741.00","successful",227,"DK","DKK","2020-12-22","2021-09-21","cat4 ","subcat4 "
1747,5708,"Collier Inc","Enhanced dynamic definition","$59,100.00","$75,690.00","successful",890,"US","USD","2020-07-06","2021-08-04","cat4 ","subcat4 "
325,3715,"Campbell, Brown and Powell","Synchronized global task-force","$130,800.00","$137,635.00","successful",2220,"US","USD","2020-12-23","2021-12-23","cat4 ","subcat4 "
210,3813,"Blair, Collins and Carter","Exclusive interactive approach","$50,200.00","$189,666.00","successful",5419,"US","USD","2021-04-04","2021-12-09","cat4 ","subcat4 "
2034,1471,"Jackson-Lewis","Monitored multi-state encryption","$700.00","$1,101.00","successful",16,"US","USD","2021-04-07","2021-11-26","cat4 ","subcat4 "
1711,3263,"Bennett and Sons","Function-based multi-state software","$1,500.00","$7,129.00","successful",149,"US","USD","2020-12-18","2021-06-27","cat4 ","subcat4 "
2294,5631,"Lamb Inc","Optimized leadingedge concept","$33,300.00","$128,862.00","successful",2431,"US","USD","2021-02-22","2021-11-10","cat4 ","subcat4 "
2025,3889,"Anderson-Perez","Expanded 3rdgeneration strategy","$2,700.00","$6,132.00","successful",211,"US","USD","2021-02-09","2021-06-11","cat4 ","subcat4 "
2395,3136,"Wright, Fox and Marks","Assimilated real-time support","$1,400.00","$3,851.00","successful",128,"US","USD","2020-12-10","2021-03-07","cat4 ","subcat4 "
1418,2103,"Crawford-Peters","User-centric regional database","$94,200.00","$135,997.00","successful",1600,"CA","CAD","2020-10-20","2021-08-24","cat4 ","subcat4 "
1934,3631,"Berry-Boyer","Mandatory incremental projection","$6,100.00","$14,405.00","successful",236,"US","USD","2021-02-23","2021-11-20","cat4 ","subcat4 "
963,2194,"Moreno-Turner","Inverse multi-tasking installation","$5,700.00","$14,508.00","successful",246,"IT","EUR","2020-08-10","2021-02-07","cat4 ","subcat4 "
676,2611,"Barker Inc","Re-engineered 24/7 task-force","$128,000.00","$158,389.00","successful",2475,"IT","EUR","2021-08-08","2022-01-30","cat4 ","subcat4 "
2137,2374,"Tate, Bass and House","Organic object-oriented budgetary management","$6,000.00","$6,484.00","successful",76,"US","USD","2021-03-19","2021-06-05","cat4 ","subcat4 "
2030,2988,"Davis-Smith","Organic motivating firmware","$7,400.00","$12,405.00","successful",203,"US","USD","2021-05-16","2021-09-12","cat4 ","subcat4 "
2468,1672,"White, Singleton and Zimmerman","Monitored scalable knowledgebase","$3,400.00","$8,588.00","successful",96,"US","USD","2020-07-23","2021-01-18","cat4 ","subcat4 "
3097,1883,"Howard Ltd","Down-sized systematic policy","$69,700.00","$151,513.00","successful",2331,"US","USD","2021-10-18","2021-12-26","cat4 ","subcat4 "
3076,3203,"Baker-Morris","Fully-configurable motivating approach","$7,600.00","$14,951.00","successful",164,"US","USD","2020-08-23","2021-02-06","cat4 ","subcat4 "
1061,2862,"Brandt, Carter and Wood","Ameliorated clear-thinking circuit","$3,900.00","$14,006.00","successful",147,"US","USD","2021-03-05","2021-05-19","cat4 ","subcat4 "
2957,6070,"Tucker, Schmidt and Reid","Multi-layered encompassing installation","$3,500.00","$6,527.00","successful",86,"US","USD","2021-05-07","2021-12-28","cat4 ","subcat4 "
2105,3074,"Pratt LLC","Stand-alone web-enabled moderator","$5,300.00","$8,475.00","successful",180,"US","USD","2020-05-10","2021-05-02","cat4 ","subcat4 "
1488,6047,"Flowers and Sons","Virtual static core","$3,300.00","$3,834.00","successful",89,"US","USD","2020-10-20","2021-11-02","cat4 ","subcat4 "
377,1797,"Martin, Lopez and Hunter","Multi-lateral actuating installation","$9,000.00","$11,619.00","successful",135,"US","USD","2021-02-07","2021-04-20","cat4 ","subcat4 "
2730,2989,"Moss, Norman and Dunlap","Upgradable upward-trending workforce","$8,300.00","$9,337.00","successful",199,"US","USD","2021-08-21","2021-11-15","cat4 ","subcat4 "
940,5230,"Clarke, Anderson and Lee","Robust explicit hardware","$191,200.00","$191,222.00","successful",1821,"US","USD","2021-05-22","2021-06-30","cat4 ","subcat4 "
2657,5981,"Lopez and Sons","Polarized human-resource protocol","$150,500.00","$150,755.00","successful",1396,"US","USD","2021-11-14","2021-11-24","cat4 ","subcat4 "
557,4951,"Cruz-Ward","Robust content-based emulation","$2,600.00","$10,804.00","successful",146,"AU","AUD","2021-04-01","2021-10-19","cat4 ","subcat4 "
597,6051,"White LLC","Cross-group 4thgeneration middleware","$96,700.00","$157,635.00","successful",1561,"US","USD","2021-03-21","2021-10-17","cat4 ","subcat4 "
188,4238,"Lee, Gibson and Morgan","Digitized solution-oriented product","$38,800.00","$161,593.00","successful",2739,"US","USD","2021-05-02","2021-08-26","cat4 ","subcat4 "
1743,5666,"Marks Ltd","Realigned human-resource orchestration","$44,500.00","$159,185.00","successful",3537,"CA","CAD","2020-09-14","2021-04-11","cat4 ","subcat4 "
2369,4253,"Adams Group","Reverse-engineered bandwidth-monitored contingency","$27,100.00","$195,750.00","successful",3318,"DK","DKK","2021-03-09","2021-08-28","cat4 ","subcat4 "
2241,3279,"Howard, Carter and Griffith","Adaptive asynchronous emulation","$3,600.00","$10,550.00","successful",340,"US","USD","2021-07-13","2021-09-11","cat4 ","subcat4 "
2286,4376,"Hayden, Shannon and Stein","Customer-focused client-server service-desk","$143,900.00","$193,413.00","successful",4498,"AU","AUD","2021-05-24","2021-09-24","cat4 ","subcat4 "
1038,5884,"Weaver-Marquez","Focused analyzing circuit","$1,300.00","$5,614.00","successful",80,"US","USD","2021-04-10","2022-01-04","cat4 ","subcat4 "
3011,1693,"Johnson Inc","Profound next generation infrastructure","$8,100.00","$12,300.00","successful",168,"US","USD","2020-02-24","2021-03-05","cat4 ","subcat4 "
544,3463,"Johnson, Dixon and Zimmerman","Organic dynamic algorithm","$121,700.00","$188,721.00","successful",1815,"US","USD","2020-08-22","2021-01-06","cat4 ","subcat4 "
1289,4336,"Davis-Rodriguez","Progressive secondary portal","$3,400.00","$5,823.00","successful",92,"US","USD","2020-12-05","2021-11-09","cat4 ","subcat4 "
2343,4369,"Bolton, Sanchez and Carrillo","Distributed systemic adapter","$2,400.00","$10,138.00","successful",97,"DK","DKK","2020-06-11","2021-02-28","cat4 ","subcat4 "
2495,5626,"Pitts-Reed","Vision-oriented dynamic service-desk","$29,400.00","$123,124.00","successful",1784,"US","USD","2020-04-19","2021-02-20","cat4 ","subcat4 "
1129,6078,"Garcia PLC","Customer-focused attitude-oriented function","$2,300.00","$10,240.00","successful",238,"US","USD","2021-04-17","2021-08-28","cat4 ","subcat4 "
636,2580,"Herring-Bailey","Reverse-engineered system-worthy extranet","$700.00","$3,988.00","successful",53,"US","USD","2021-05-02","2021-12-28","cat4 ","subcat4 "
434,3592,"Russell-Gardner","Re-engineered systematic monitoring","$2,900.00","$14,771.00","successful",214,"US","USD","2020-09-16","2021-03-22","cat4 ","subcat4 "
436,1757,"Perez PLC","Operative bandwidth-monitored interface","$1,000.00","$6,263.00","successful",59,"US","USD","2020-11-25","2021-08-28","cat4 ","subcat4 "
121,2916,"Williams Inc","Decentralized exuding strategy","$5,700.00","$8,322.00","successful",92,"US","USD","2020-05-03","2021-05-08","cat4 ","subcat4 "
2936,2005,"Duncan, Mcdonald and Miller","Assimilated coherent hardware","$5,000.00","$13,424.00","successful",186,"US","USD","2020-11-14","2021-10-24","cat4 ","subcat4 "
3055,2155,"Gordon PLC","Virtual reciprocal policy","$45,600.00","$165,375.00","successful",5512,"US","USD","2021-08-29","2021-10-30","cat4 ","subcat4 "
270,5642,"Lee and Sons","Persevering interactive emulation","$4,900.00","$6,031.00","successful",86,"US","USD","2020-05-15","2021-03-10","cat4 ","subcat4 "
1219,4222,"Acosta PLC","Extended eco-centric function","$61,600.00","$143,910.00","successful",2768,"AU","AUD","2021-05-08","2021-09-24","cat4 ","subcat4 "
407,3349,"Horton, Morrison and Clark","Networked radical neural-net","$51,100.00","$155,349.00","successful",1894,"US","USD","2021-06-18","2021-10-25","cat4 ","subcat4 "
2440,3647,"Thomas and Sons","Re-engineered heuristic forecast","$7,800.00","$10,704.00","successful",282,"CA","CAD","2020-11-04","2021-07-15","cat4 ","subcat4 "
2743,2090,"Ramos-Mitchell","Persevering system-worthy info-mediaries","$700.00","$7,465.00","successful",83,"US","USD","2020-12-14","2021-04-24","cat4 ","subcat4 "
3113,1816,"Smith-Jenkins","Vision-oriented methodical application","$8,000.00","$13,656.00","successful",546,"US","USD","2020-10-02","2021-07-25","cat4 ","subcat4 "
1238,2830,"Dawson, Brady and Gilbert","Front-line optimizing emulation","$900.00","$6,357.00","successful",254,"US","USD","2020-08-19","2021-01-25","cat4 ","subcat4 "
2062,2062,"Smith, Love and Smith","Grass-roots mission-critical capability","$800.00","$13,474.00","successful",337,"CA","CAD","2021-03-11","2021-08-18","cat4 ","subcat4 "
390,5479,"Turner-Davis","Automated local emulation","$600.00","$8,038.00","successful",183,"US","USD","2021-02-17","2021-06-09","cat4 ","subcat4 "
